nct_id,study_title,arm,device,outcome_title,outcome_description,time_frame,value,unit,n_analysed,result_type,category,durability_related,retrieved_at
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 25mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,6,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,29,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,25,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.5,cm^2/m^2,16,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 33mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.5,cm^2/m^2,6,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - Total",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.5,cm^2/m^2,82,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,29,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,25,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,16,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 33mm",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.4,cm^2/m^2,6,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - Total",COMMENCE (Inspiris RESILIA),Subject's Average Performance Index Measurements - 11000M,Performance index is defined as the subject's effective orifice area (the crosssectional area of the blood flow downstream of the mitral valve) divided by the subject's native orifice area. Effective orifice area is evaluated by echocardiography over time.,"3 Months, 1 Year, and 2 Years Post Implant",0.6,cm^2/m^2,82,MEAN,,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 19mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",17,Participants,22,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 21mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",106,Participants,131,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 23mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",166,Participants,214,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 25mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",162,Participants,202,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",69,Participants,100,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",11,Participants,20,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",531,Participants,689,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 19mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",3,Participants,22,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 21mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",11,Participants,131,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 23mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",25,Participants,214,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 25mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",20,Participants,202,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",20,Participants,100,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,20,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",80,Participants,689,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 19mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,22,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 21mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,131,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 23mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",3,Participants,214,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 25mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",4,Participants,202,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,100,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,20,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",10,Participants,689,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 19mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,22,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 21mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,131,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 23mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,214,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 25mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,202,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,100,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,20,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,689,COUNT_OF_PARTICIPANTS,+3 Moderate,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 19mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,22,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Aortic Bioprosthesis, Model 11000A - 21mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000A,"Valvular regurgitation occurs when the valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,131,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
